Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,Marital Status,Children,Housing,Other Pets,NumPets,Gender,Specie,Chip,Sex,Race,Age,State,AnimalShelter
Animal,Dorothy,Cuba,León,Dos Hermanas,92702,2592,1251,567,774,964,63,Lavandero,Mercadotecnia y publicidad,married,7,attic,other,13,nobinary,cat,no,unknow,Maine coon,18,healthy,animalshelter
Pages,Ashley,India,Tarragona,Granada,46209,1893,1010,313,570,1765,51,Botánico,Economía,married,5,detached house,other,2,,,,,,0,,
PublicationAdoption,Minnie,Chile,Castellón,Tarragona,34460,4223,1233,1165,1825,573,94,Abogado,ESO,married,10,loft,snake,12,other,turtles,,intact_female,Pintada,12,healthy,animalshelter
Animal,Marisa,Costa Rica,Ibiza,Lugo,20048,1935,210,278,1447,1047,2,,Bachillerato,separated,20,bungalows,several,13,other,turtles,no,intact_male,Orejas rojas,16,vet,animalshelter
AnimalAdoption,Jackie,Guinea Ecuatorial,Barcelona,Arcos de la Frontera,70465,2690,685,84,1921,620,11,Arquitecto,Mercadotecnia y publicidad,,11,duplex,several,5,,cat,,castrated_male,Ragdol,14,foster,animalshelter
Pages,Ricardo,Paraguay,Granada,Cáceres,93114,4630,1431,1854,1345,1130,99,Profesor,Derecho,divorced,7,,,9,female,,,,,0,,
Pages,Owen,Francia,Vizcaya,Cabra,34657,3190,1028,1089,1073,111,1,Físico,Trabajo y atención social,separated,0,bungalows,turtles,6,female,,,,,0,,
PublicationAdoption,Dennis,Guinea Ecuatorial,Valencia,Úbeda,44253,2302,798,19,1485,365,61,Paleontólogo,Derecho,relationship,18,apartment,hamster,1,female,other,,neutered_female,Betizu,1,adopted,animalshelter
Pages,Deborah,Alemania,Málaga,L’Hospitalet de Llobregat,96266,3639,1384,1452,803,1052,24,Enfermero,Criminología,divorced,13,ground floor,several,10,nobinary,,,,,0,,
Animal,Michael,India,Formentera,Segovia,74247,3279,1732,374,1173,135,21,Secretaria,Magisterio,separated,8,studio,dog,14,,dog,,unknow,Gran Boyero Suizo,5,adopted,animalshelter
AnimalShelter,William,Panama,Madrid,Coín,69402,3869,1440,752,1677,589,99,Politólogo,Ingeniería Informatica,single,15,detached house,hamster,19,female,other,,neutered_female,Alvera,6,other,animalshelter
PublicationAdoption,Willie,Republica Dominicana,Asturias,Carmona,49141,3121,213,1262,1646,1868,37,Matemático,Bachillerato,separated,16,,other,2,other,cat,unknown,neutered_female,Siberiano,9,vet,animalshelter
Animal,Julia,Panama,Cádiz,Granada,53666,2611,301,1388,922,1738,31,Físico,Administración y gestión de empresas,married,2,apartment,hamster,5,,cat,,neutered_female,Ragdol,0,sick,animalshelter
Animal,Darlene,Ecuador,Huesca,Irun,95647,2916,1368,1509,39,765,63,Geógrafo,Sociología y antropología,separated,3,terraced house,cat,17,female,snake,no,intact_female,Pitón,1,adopted,animalshelter
Pages,Josephine,Nicaragua,Cuenca,Guadalajara,51479,1094,617,381,96,1751,100,Mecánico,Bellas artes,married,15,detached house,,19,,,,,,0,,
AnimalAdoption,Kenneth,Bolivia,Orense,Málaga,39422,3104,356,1495,1253,760,40,Sociólogo,Negocios y comercio,separated,0,flat,snake,7,,cat,,intact_male,Somali,10,dead,animalshelter
Animal,Allegra,Nicaragua,Salamanca,Salamanca,13465,3745,1040,1757,948,1712,65,Historiador,Bellas artes,,14,triplex,snake,16,male,dog,,intact_male,Sabueso Yugoslavo tricolor,7,healthy,animalshelter
AnimalShelter,Jimmy,Alemania,Barcelona,Córdoba,40086,2635,1233,133,1269,845,77,Lechero,ESO,divorced,9,loft,other,9,,snake,unknown,intact_male,Pitón,16,other,animalshelter
Animal,Shirley,Argentina,Cuenca,Teruel,82306,3052,1544,175,1333,314,73,Profesor,"Negocios y administración, programas multidisciplinarios o generales",,16,duplex,cat,15,nobinary,dog,,intact_female,Irish Water Spaniel,1,other,animalshelter
Animal,Manuel,Ecuador,Cádiz,Salamanca,47412,3567,802,1759,1006,395,2,Lavandero,ESO,relationship,18,ground floor,bunny,6,other,hamster,unknown,neutered_female,Roborowski,6,adopted,animalshelter
Pages,Eddie,Colombia,Almería,Morón de la Frontera,50772,2542,369,1241,932,629,64,Técnico de sonido,Bellas artes,separated,7,quadplex,bunny,16,male,,,,,0,,
Pages,Justin,El Salvador,Pontevedra,Ferrol,20495,4143,1702,1130,1311,1846,9,Electricista,Bellas artes,,15,loft,turtles,17,nobinary,,,,,0,,
AnimalShelter,Tracy,Cuba,Fuerteventura,A Coruña,67082,2675,792,1302,581,1389,29,Politólogo,Criminología,married,19,duplex,snake,1,,snake,yes,intact_male,Cabeza de cobre,17,sick,animalshelter
AnimalShelter,Wilma,Chile,Tenerife,Balearic Islands,32880,2960,985,1974,1,1239,85,Frutero,Tecnologías de la información y comunicación,separated,2,terraced house,dog,2,nobinary,dog,unknown,neutered_female,Cane da Pastore Maremmano-Abruzzese,7,adopted,animalshelter
AnimalAdoption,Vicki,Reino Unido,Menorca,Galicia,15356,3037,530,1926,581,1410,70,Archivólogo,Administración y gestión de empresas,,1,studio,dog,13,nobinary,cat,no,neutered_female,Ruso azul,12,sick,animalshelter
Animal,Everett,Guinea Ecuatorial,Badajoz,Barakaldo,35736,2607,376,626,1605,933,6,Lavandero,Bachillerato,married,10,detached house,other,17,,cat,,neutered_female,Maine coon,2,healthy,animalshelter
Pages,Kai,Malta,Vizcaya,Salamanca,80835,2492,1411,765,316,1848,8,Físico,Tecnologías de la información y comunicación,single,10,terraced house,turtles,8,nobinary,,,,,0,,
Animal,Rochelle,Malta,Granada,Almendralejo,27914,3520,1024,634,1862,1043,34,Arquitecto,Economía,married,3,,snake,13,female,bunny,no,intact_male,Gigante de Flandes,14,other,animalshelter
AnimalAdoption,Kurt,Republica Dominicana,La Palma,Ferrol,18673,3073,1184,1618,271,1060,68,Farmacólogo,Bachillerato,relationship,1,flat,turtles,9,female,dog,no,intact_female,Sabueso de Smaland (Smalandsstovare),9,unknown,animalshelter
PublicationAdoption,Leah,El Salvador,Vizcaya,Tineo,72410,3582,1817,1491,274,367,95,Secretaria,"Negocios y administración, programas multidisciplinarios o generales",single,11,quadplex,other,8,female,bunny,unknown,neutered_female,Gigante de Flandes,11,adopted,animalshelter
Pages,Jimmy,Guinea Ecuatorial,Cuenca,Navarra,26264,2398,362,49,1987,146,29,Lavandero,Bachillerato,relationship,7,detached house,hamster,4,,,,,,0,,
Pages,Gregory,Uruguay,Zaragoza,A Coruña,23553,2582,835,1355,392,1050,28,,"Finanzas, banca y seguros",relationship,0,terraced house,hamster,19,male,,,,,0,,
AnimalAdoption,Carl,India,Valencia,Almendralejo,89647,3590,1151,1007,1432,752,55,Electricista,Ingeniería mecánica y metalurgia,separated,4,quadplex,dog,16,male,turtles,yes,intact_male,Rusa,18,unknown,animalshelter
PublicationAdoption,Sandra,Panama,Tenerife,Lleida,11921,3229,1268,1419,542,442,58,Botánico,Ingeniería Informatica,married,19,duplex,bunny,9,,cat,unknown,intact_male,Siberiano,1,sick,animalshelter
AnimalAdoption,Christopher,Republica de Irlanda,Ciudad Real,Zaragoza,16470,2657,1619,608,430,380,77,Lavandero,Bellas artes,relationship,17,apartment,,14,other,bunny,no,unknow,Toy,15,other,animalshelter
Animal,Alonzo,Bolivia,Mallorca,A Coruña,90241,2280,1848,175,257,1460,8,Lavandero,Contabilidad y fiscalización,separated,14,studio,dog,16,female,turtles,yes,intact_female,Cumberland,1,adopted,animalshelter
Animal,Carlos,Argentina,Albacete,Montilla,55367,2951,525,437,1989,1774,45,Archivólogo,Bachillerato,separated,15,flat,several,15,,cat,unknown,unknow,Ragdol,1,healthy,animalshelter
Pages,Melvin,Mexico,Zamora,Cartagena,89980,3834,1813,564,1457,754,86,Biólogo,Magisterio,,20,duplex,turtles,10,male,,,,,0,,
AnimalAdoption,Danny,Nicaragua,Toledo,Vic,93605,4588,1189,1722,1677,651,60,Geógrafo,Ingeniería mecánica y metalurgia,married,3,attic,dog,2,nobinary,dog,yes,castrated_male,Spaniel de Campo,18,healthy,animalshelter
Animal,Gina,Guinea Ecuatorial,Santa Cruz de Tenerife,Plasencia,39917,2394,1702,627,65,460,95,Biólogo,Criminología,married,17,flat,other,13,female,other,no,intact_male,Betizu,4,dead,animalshelter
Pages,Judy,Cuba,Alicante,Priego de Córdoba,58570,4327,1506,1464,1357,1528,43,,Tecnología y protección del medio ambiente,single,3,triplex,hamster,18,female,,,,,0,,
PublicationAdoption,Vincent,Honduras,Alava,Villaviciosa,12231,3995,434,1800,1761,559,85,,Ciencias políticas,separated,2,quadplex,cat,10,female,dog,no,castrated_male,Sabueso de Hamilton,3,healthy,animalshelter
PublicationAdoption,Martha,Ecuador,Tenerife,Jaén,88042,2453,1763,161,529,852,63,Psicólogo,Derecho,single,1,semi-detached house,turtles,9,nobinary,dog,no,intact_female,Alaskan Husky,19,dead,animalshelter
AnimalShelter,George,Reino Unido,Valencia,Córdoba,40286,4816,1349,1695,1772,583,58,Químico,Bellas artes,married,17,bungalows,hamster,14,male,cat,,castrated_male,Birmano,4,healthy,animalshelter
AnimalShelter,Lesley,Guinea Ecuatorial,El Hierro,Jumilla,41148,2308,1120,879,309,691,71,Profesor,Bachillerato,divorced,19,attic,dog,0,nobinary,cat,yes,castrated_male,Birmano,9,foster,animalshelter
Animal,Elnora,Guinea Ecuatorial,Cantabria,Jaca,51587,2670,1541,888,241,191,8,,Economía,,18,duplex,,5,female,snake,yes,neutered_female,Anaconda,14,adopted,animalshelter
Animal,Joshua,Colombia,Guadalajara,Valladolid,94661,3617,341,1389,1887,971,2,Frutero,Tecnologías de la información y comunicación,divorced,6,apartment,hamster,20,nobinary,hamster,,intact_female,Sirio,19,other,animalshelter
Animal,Latisha,Guatemala,Córdoba,Alcalá de Henares,32664,2827,718,539,1570,810,73,Bibliotecólogo,Bellas artes,relationship,0,duplex,cat,6,male,bunny,yes,castrated_male,Tan,7,dead,animalshelter
AnimalShelter,Doris,Paraguay,Asturias,Granada,84798,3122,1371,386,1365,1636,77,Abogado,Tecnologías de la información y comunicación,single,10,attic,dog,7,nobinary,bunny,yes,intact_female,Toy,12,sick,animalshelter
AnimalAdoption,Bernadette,España,Avila,Granada,21449,3652,1655,1783,214,1161,3,Biólogo,Ciencias políticas,divorced,12,duplex,hamster,8,female,dog,no,castrated_male,Slovensky Kopov,4,sick,animalshelter
Pages,Brian,España,Toledo,Santander,18305,719,106,124,489,756,81,Cocinero,Ingeniería mecánica y metalurgia,single,13,bungalows,several,20,,,,,,0,,
Pages,Joseph,Guatemala,Valencia,Antequera,93451,1948,284,292,1372,1331,31,Enfermero,Psicología,separated,2,loft,cat,15,male,,,,,0,,
Pages,Alfred,Venezuela,Málaga,Eibar,36756,1682,133,1431,118,1268,68,Físico,Ingeniería mecánica y metalurgia,divorced,17,triplex,hamster,17,other,,,,,0,,
AnimalShelter,Michael,Honduras,Lérida,Mérida,89131,2283,181,225,1877,1691,13,Químico,"Finanzas, banca y seguros",separated,3,semi-detached house,hamster,13,other,hamster,yes,neutered_female,Enano de Campbell,13,healthy,animalshelter
AnimalShelter,Tim,Honduras,Teruel,Guadalajara,53601,3469,608,1879,982,516,27,Físico,Ingeniería Informatica,relationship,0,detached house,cat,5,female,bunny,yes,castrated_male,Toy,7,healthy,animalshelter
Animal,Joseph,Peru,Cantabria,Irun,26690,2934,667,1079,1188,1516,18,Profesor,Trabajo y atención social,married,3,studio,dog,0,,bunny,no,castrated_male,Cabeza de leon,20,unknown,animalshelter
PublicationAdoption,Barbara,Paraguay,Lanzarote,Portugalete,61323,2421,1450,779,192,1919,56,Enfermero,Ciencias políticas,relationship,10,detached house,other,9,nobinary,hamster,unknown,neutered_female,Sirio,10,unknown,animalshelter
Pages,Jose,Republica Dominicana,Málaga,Tortosa,75743,3353,724,1277,1352,1969,65,Abogado,Magisterio,married,18,attic,,18,female,,,,,0,,
Pages,Eugene,Costa Rica,La Palma,Ciudad Real,81502,3967,1422,1060,1485,444,31,Archivólogo,Trabajo y atención social,separated,0,quadplex,cat,7,female,,,,,0,,
PublicationAdoption,Lisa,Peru,A Coruña,Alcántara,19887,4203,715,1603,1885,686,50,Lavandero,ESO,married,17,ground floor,dog,0,nobinary,hamster,no,intact_female,Chino,11,unknown,animalshelter
Animal,Mireya,Alemania,Santa Cruz de Tenerife,Ourense,19070,3319,1609,201,1509,496,90,Lavandero,Tecnologías de la información y comunicación,separated,11,ground floor,snake,20,,bunny,yes,castrated_male,Rex,20,healthy,animalshelter
AnimalShelter,Connie,Panama,A Coruña,Zamora,31675,3140,619,862,1659,373,27,Periodista,Magisterio,relationship,0,quadplex,hamster,11,nobinary,turtles,,unknow,Cumberland,10,dead,animalshelter
Pages,Marcia,Peru,Menorca,Lucena,34520,1452,112,1111,229,1709,97,Carpintero,Magisterio,relationship,5,bungalows,cat,15,female,,,,,0,,
Pages,Frederick,Uruguay,El Hierro,Manresa,36380,2439,1157,52,1230,1453,51,Botánico,Tecnología y protección del medio ambiente,divorced,14,attic,dog,20,female,,,,,0,,
Pages,Denise,Uruguay,Burgos,Salamanca,19561,957,93,604,260,224,10,Geógrafo,ESO,divorced,12,apartment,turtles,4,female,,,,,0,,
PublicationAdoption,Jackie,Chile,Guipuzcoa,Canary Islands,13011,518,28,300,190,1869,51,Electricista,ESO,separated,6,terraced house,several,6,female,hamster,,castrated_male,Sirio,18,foster,animalshelter
Animal,Doris,Malta,Vizcaya,Santiago de Compostela,48138,1460,148,1148,164,1805,50,Cocinero,Magisterio,married,7,attic,hamster,20,female,bunny,unknown,neutered_female,Toy,6,dead,animalshelter
AnimalAdoption,James,Guatemala,Lanzarote,Peñarroya-Pueblonuevo,77038,3156,1945,1123,88,118,43,Periodista,Ingeniería mecánica y metalurgia,relationship,16,apartment,bunny,9,other,other,yes,neutered_female,Pedresa,16,unknown,animalshelter
AnimalAdoption,Mary,España,Tenerife,Oviedo,99380,3446,1538,859,1049,1079,100,Contador,Ingeniería Informatica,married,11,flat,several,18,female,dog,no,intact_female,Kelpie australiano (Australian kelpie),14,vet,animalshelter
Animal,Verla,Colombia,Valencia,Girona,71805,3516,441,1896,1179,164,51,Secretaria,Sociología y antropología,divorced,12,apartment,cat,14,female,hamster,no,unknow,Chino,14,dead,animalshelter
Animal,Victoria,India,Tenerife,Ronda,29302,3480,799,1203,1478,1482,91,Computista,Bachillerato,single,2,duplex,turtles,18,male,dog,no,unknow,Ovejero alemán,0,healthy,animalshelter
Pages,Tammy,Chile,Jaén,Llívia,87773,1591,1041,392,158,1512,58,Paramédico,Derecho,divorced,12,apartment,several,10,,,,,,0,,
Pages,Belva,Alemania,Tenerife,Barcelona,40114,3602,717,1457,1428,1967,57,Músico,Economía,divorced,8,studio,,11,female,,,,,0,,
AnimalShelter,Mike,Colombia,Huesca,Ecija,60332,5102,1843,1563,1696,274,91,Paleontólogo,Administración y gestión de empresas,,10,apartment,other,14,male,cat,no,unknow,Manx,10,dead,animalshelter
Pages,Charlie,Panama,Lugo,Alcalá de Henares,97738,3659,1275,1433,951,674,8,Electricista,Contabilidad y fiscalización,married,3,semi-detached house,snake,2,nobinary,,,,,0,,
Pages,Sylvester,Paraguay,La Rioja,Huesca,73695,1898,504,931,463,1024,38,Politólogo,Ingeniería mecánica y metalurgia,,19,detached house,bunny,19,female,,,,,0,,
Animal,Stephen,Ecuador,Murcia,Córdoba,63497,2339,448,1293,598,1548,26,,"Negocios y administración, programas multidisciplinarios o generales",single,9,ground floor,snake,5,nobinary,other,,neutered_female,Betizu,1,unknown,animalshelter
Animal,Zenobia,Venezuela,Sevilla,Puertollano,35420,3530,734,808,1988,1315,78,,Criminología,married,9,ground floor with garden,bunny,10,other,bunny,no,unknow,Belier,15,other,animalshelter
Animal,Stanley,Colombia,Tenerife,Irun,63008,1737,913,329,495,987,31,Geógrafo,Negocios y comercio,single,20,apartment,cat,15,,cat,yes,intact_male,Maine coon,1,unknown,animalshelter
AnimalAdoption,Timothy,Peru,Guipuzcoa,Almendralejo,53873,2838,158,1216,1464,813,89,Lechero,Ciencias políticas,single,1,apartment,hamster,13,,turtles,no,intact_female,Mapa,17,healthy,animalshelter
AnimalShelter,Cori,Uruguay,La Rioja,Lora del Río,44215,1931,223,557,1151,1937,14,Abogado,Economía,married,19,semi-detached house,snake,12,nobinary,cat,,intact_male,Birmano,19,other,animalshelter
Pages,Annie,El Salvador,Orense,Valladolid,90011,3164,179,1439,1546,791,40,Paleontólogo,Mercadotecnia y publicidad,,20,,other,10,nobinary,,,,,0,,
Pages,Marlena,España,Santa Cruz de Tenerife,,17605,3163,742,449,1972,1604,98,Químico,"Negocios y administración, programas multidisciplinarios o generales",married,19,duplex,turtles,10,female,,,,,0,,
Pages,Everett,Singapur,Avila,Ciudad Real,77137,3093,1091,1829,173,337,37,Abogado,"Negocios y administración, programas multidisciplinarios o generales",separated,3,,other,13,,,,,,0,,
PublicationAdoption,Edwin,Colombia,Toledo,Granada,74585,2916,1237,541,1138,1578,84,Artesano,Tecnologías de la información y comunicación,divorced,0,loft,dog,12,,other,,unknow,Alvera,11,sick,animalshelter
AnimalShelter,Vincent,Alemania,Cantabria,Santa Cruz de Tenerife,76934,2981,1546,802,633,160,60,Paramédico,Negocios y comercio,divorced,4,apartment,snake,6,,turtles,no,intact_female,Caja de florida,3,other,animalshelter
Pages,Michael,Chile,La Rioja,Bilbao,89984,3909,524,1438,1947,127,43,Médico cirujano,Trabajo y atención social,single,17,loft,snake,1,other,,,,,0,,
Pages,Susan,Ecuador,El Hierro,Jerez de la Frontera,16741,2977,564,729,1684,1036,7,Enfermero,Contabilidad y fiscalización,divorced,5,semi-detached house,,4,nobinary,,,,,0,,
Pages,Chad,Cuba,Palencia,Sevilla,36197,3341,312,1258,1771,1487,99,Psicólogo,Ingeniería química,,4,duplex,dog,10,other,,,,,0,,
PublicationAdoption,Luna,Ecuador,Huelva,Ferrol,34077,3425,574,1582,1269,1803,72,Cocinero,Bachillerato,divorced,10,bungalows,dog,4,other,other,yes,castrated_male,Alvera,7,foster,animalshelter
Animal,Randall,Bolivia,Jaén,Llívia,13126,3570,1605,36,1929,911,2,Arquitecto,Bachillerato,,6,semi-detached house,other,17,other,dog,,intact_male,Leonberger,12,other,animalshelter
AnimalAdoption,Gwendolyn,Mexico,La Rioja,Granada,66711,3262,145,1557,1560,1873,79,Paramédico,ESO,,11,loft,hamster,13,,dog,yes,intact_female,Sabueso Español,0,adopted,animalshelter
Pages,Gabriel,Malta,Huesca,Villanueva de la Serena,97281,3747,1643,1754,350,354,59,Artesano,Criminología,single,12,quadplex,snake,4,female,,,,,0,,
AnimalShelter,Justine,Peru,Sevilla,Mataró,88866,3635,240,1697,1698,1627,4,Sociólogo,Sociología y antropología,relationship,15,ground floor,bunny,2,,snake,,neutered_female,Serpiente de Rata Negra,8,dead,animalshelter
Pages,Pamela,Bolivia,Soria,Galicia,66057,2620,141,1856,623,1999,0,Carpintero,"Negocios y administración, programas multidisciplinarios o generales",,15,loft,snake,18,nobinary,,,,,0,,
Pages,Joshua,Bolivia,Valladolid,Carballo,70535,3463,1246,1056,1161,1023,57,Lavandero,Bachillerato,single,14,flat,dog,12,female,,,,,0,,
Animal,Richard,Mexico,Cádiz,Chiclana de la Frontera,48255,1065,392,152,521,741,29,Médico cirujano,Magisterio,divorced,7,detached house,cat,17,nobinary,dog,yes,castrated_male,Norwich terrier,20,sick,animalshelter
AnimalAdoption,Samuel,Venezuela,Toledo,Vilalba,53756,3256,539,1919,798,16,83,,Ingeniería Informatica,divorced,14,duplex,snake,2,nobinary,snake,unknown,neutered_female,Cobra,20,sick,animalshelter
Animal,Robert,Paraguay,Valladolid,Segovia,70486,3189,1175,535,1479,1770,41,Cerrajero,Bellas artes,married,16,duplex,,12,male,hamster,yes,neutered_female,Roborowski,11,vet,animalshelter
Pages,Beatrice,Honduras,Lugo,San Martín del Rey Aurelio,75525,3578,1237,1753,588,1868,34,Ingeniero,Derecho,relationship,11,duplex,snake,3,male,,,,,0,,
PublicationAdoption,Paul,Honduras,La Rioja,Cabra,55781,1726,717,867,142,1687,58,Técnico de sonido,ESO,divorced,7,loft,hamster,6,other,bunny,no,castrated_male,Gigante de Flandes,4,other,animalshelter
